text,ground_truth_labels
ha jao na    fir kya hua      apka baby pareshan ni krta toh,NotQue
dont waste time       consult a doctor immediately,NotQue
i traveled wen my baby was almost 2 months old,NotQue
jaya aviral mishra how to give dates with formula milk        ,NotQue
use baby massage oil from pure herbal  www  pureherbal  co  in    best massage oil and has no chemicals,NotQue
tell him good stories about school life   making new friends   learning new things   he will start loving it and you will see the difference how he starts loving going to school  ,NotQue
my baby is 17 months now     how to stop feeding   he drinks milk from bottle thrice a day   but dont drink from cup  ,Que
hi    my baby is in starting of 4th month     today she gone poop in light green colour    she in breast feeding    nd suffering from cold nd cough    is it ok to poop in green colour    this is the first time,Que
i have low milk supply at night   she is very active in night so needs feed every hour   ,Que
in which month can we start to give yogurt to baby   my baby girl is 6 month old,Que
hi friends      mera baby 4 month ka hai   mai use bottle ki thodi bht adat lagana chahti hu       but wo bottle ni pita     kya mai usme sugar add kr sakti hi     is sugar is gud for him    ya sugar ko mishri se replace kr sakti hu      rly fast plz,Que
black potty aane ka kya reason ho skta hai    what can be the reason to come black potty      rate this translation,Que
hi dont give biscut it control hungry   continue brestfeed it will helps to baby growth  if you want to give sominthing ask your doctor   ,NotQue
my daughter is 14 months n she has very low appetite   her weight is just 8 kg   what should i do plz suggest me  ,Que
if i m not wrong anusha ji is talking about moong dal powder with rose petals       moms u can made at home itself      ,NotQue
small kids ki blood sugar ki normal level kya he,NotQue
you can also apply petroleum jelly   it is also effective     ,NotQue
lets c mine 153     after 3 months i will tell u,NotQue
mere baby boy ka weight 9  2 h13 month ka h it is ok  ,NotQue
hi amar 8 months babyr 2 to chokhe monir pas ta aktu lal hoe ache  ata ki thanda lege hote pare  thanda lagle jal pare seta hoyni  what i do  mom sgst me plzzz            ,Que
hi can 2 different fruits be given to babies of 7 months    ,Que
waise dont worry aap bas bby ka dhyan rkhiye,NotQue
hello beautiful ladies meri beti 10mnths ki h or uski hair growth bahut kam hai aap plz mujhe koi oil or shampoo suggest kijiye for babies tia  hello beautiful ladies   my daughter is 10 mnths and her hair growth is very low   you please give me any oil and use it for you      rate this translation,Que
what should i prefer for dinner of my 8 month old angel   ,Que
hi sanjanawneet   can you pls type in  english as i am based from  chennai and dont know hindi,NotQue
myself where the focus is on self    the children of this age group are egocentric  through this theme   they are given opportunities to talk about themselves   body parts etc  children are exited about these and relate with them closely  mirror activities,Que
have you done a bone density check  ,NotQue
aapke comments me hmesha read krti hu      aap achha suggeste krte he          kitne month ka he aapka baby,NotQue
hi     moms     meri baby ka hat bled se cut gya hai   10 mont ki hai   kuch solution btaiye  hi     moms     my babys hut has been cut off the blade   august 10   10 at 10 am some solution btaiye    rate this translation,Que
hy moms      pls tell me some home remedies for hair fall after pregnancy    tia,Que
formula feed babies ko gastric problems hoti hai   you can apply hing in the diluted water around his navel   no water till 6 months   massage her tummy and move legs in the cycling position   it will help   give tummy time also,NotQue
hi   moms kya me meri 3  5months ki beti ko lectogen dena suru kar shakti hu   ya muje pehle dr   se suggestions lena padega  ,Que
even my baby has measels even after mmr vaccination    usually the fever does last for up to 3 days u can give crocin syrup wen the temperature is above 99  5    babies they get cranky make sure u give her enough liquid as they refuse to eat,NotQue
my baby is 10 months running  she like to eat tasty food such as spicy fish curry  chicken curry with rice  is it safe to give her this type of food,Que
dont give maida related products till 2 yrs      also no sugar nd salt,NotQue
do check out my clock activity for my 5 year old https  m  facebook  comstory  php  storyfbid428583264309076id161954227638649,Que
hello moms       my angle is 7 month     there is white patch in her right side of her stomach       v have consulted to our pediatrician     he told us nothing to worry     but still i worried about it       can anyone tell me about tis   and anybody has similar like tis   can u suggest any home remedies for tis      ,Que
any suggestions for curing lower back pain in pregnancy   it is getting worsened day by day  ,Que
the best way to treat nose bleeding is to press ice on the nose  ,NotQue
yes u can add banana also,NotQue
i need to attend a wedding next month n my son will b 8  5 months till that time  i want a help about what i can feed him throughout for 2 days  which i can pre prepare from my home for 2 days  i have to stay there only  really worried ki how n what to feed him       please give me some ideas n suggestions  thanks  ,Que
my baby have pain in ear wat to do,Que
hello all mummies my baby is 2 months now but she does not sleep in day time   and at night also she sleeps very late  all other activities of her are very well  plz tell some remedy  ,Que
cconsult dr for any medicine,NotQue
is there anything which grow height of kid my lo 4 year now,Que
hi dimpy in south india we get readymade powder easily    yes you can make the powder at home as well  search youtube very good videos are there    you need add jaggery and made a porridge  ,NotQue
please tell me what to have a baby of 9 months  ,Que
babies ko chawal ka maand dene se sardi hoti h kya    is it true or not   in laws says this  ,Que
dont listen them       they r healthy         mota hona doesnt means healthy      their immune system should be strong       aur logo ka kya hain kisi haal main jeene nhi denge       my son is healthy and people said kitna mota ho raha hain abhi dhyan nhi diya to agey chalke ye hoga an wo hoga          so moral of the story is logo ka kaam hain kehna       u know how ur kids are       growing age hain bache aise hi hote hain        ,NotQue
helo everyone         mera baby 8 month ka h kya hair cutting se pehle baby ko com nhi krte       ,Que
i had faced same problem with my son      give the medicine looz      she will be fine within 2 days      ,NotQue
hiiii moms         meri beti 7 month ki hai          vo thik se doodh nahi pi rahi        aur khane mai meetha bhi ni khati         namkeen food do tho vo bhi thik se nahi khati          any idea aaisa kyu ho raha hai ya mai usse namkeen food mai aur kya de sakti hu,Que
omg 2mnth ka baby h use kitni taklif hogi kewl dr   see how concert kro,NotQue
my baby is now 1 yr masha allah   but he is not gaining weight   kindly suggest some healthy food     ,Que
how to deal with stretch marks after pregnancy  ,Que
hi frds  kya baby ko banana with milk dena sahi hota hai ya is se nuksaan hota hai          hi friends   is it right to make a baby with milk   or is it loss      rate this translation,Que
does burping cloth is very helpful or not   should i buy one for my lo,Que
hi mam     my baby is 53 days old     he didnt put weight aft 45th day vaccine       how can i increase my baby weight          then   can i feed bf during hiccups    ,Que
hii mummys meri 7 month ki baby h me ushe khaane me kya kya khila sakti hu  hii mummys is my 7 months baby   what can i feed in my place      rate this translation,Que
satavari kalp is best       ,NotQue
hi all my baby is 11 months old whenever he had food he doing potty is it normal   3 to 4 times he doing a day   tia,Que
hello mummies   mera 2month n 9 days ka baby hai  wo din me bhut dudh nikalta hai dahi jesa plz koi home remedy btao jise se wo aisa kam kare            tia,Que
hi monies mera baby 11 month ka ho jayga 18 ko uske teeths ni aye   kbtk aate h teeths    hi monies   my baby will be 11 months of 18 months   kbtk come to teeths      rate this translation,Que
honey see malis kr do thoda gram krke do time  ,NotQue
hi frnds     doesnt know whether i can ask dis question here       my son who is 8 mnths old   urinates 3 to 4 tyms if vput him in ac     else he will urinates once or nt even dat       wat does it mean     i m much worried     shud i consult doctor,Que
dove baby bar is good for my born baby,Que
hii mummies can i give junior horlicks to my 2yr old baby,Que
hi frnds mera beta 2 month ka hai wo kuchh dino se mere left side ke breast se milk hi nhi pi rha wo only ryt side se feed krna chahta hai jbki left side me milk jada ata h  aur force krne pe bht rota hai  mai kya kre  hi friends   my son is of 2 months   he is not drinking milk from my left side of a few days   he only wants to feed from the right side   i want to feed him in the left side   and a lot of cries on force   what should i do    rate this translation,Que
arora kamaljeet first delivery is c sec and second is normal,NotQue
my child is 3  5 years and still sucks his thumb   have tried covering his thumb and putting red chilli powder on it but he still doesnt stop   what to do  ,Que
which product     is its a cream,NotQue
my 8 mnth old grl not taking formula milk   what should i do   she is starving,Que
aap wo kre jo apko acha lge ye big party sharty sb dikhawa hai log aayenge khayenge or chale jayenge 2 4 din tarif krenge fer bhul jayenge is se toh acha hai ki yhi pese unki saving me lga do nd jb wo smjhdaar ho jaye tb big party kr do taki wo bhi enjoy kr le,NotQue
lol       you might hv discussed with a paediatrician or a gynaecologist       try asking an oncologist about this       you will get proper info  ,NotQue
give ur baby sweet things like fruits   and mix some formula while u make cerelac  baby will like it  start with fruits like apple  banana  ,NotQue
hi friends   i have a gall blader stone of 6mm size   is there any homeopathic medicine for stone   pls help   i am afraid of surgery  ,Que
hi moms       plz suggest     healthy    n quick to cook recipe for my 11 month old son            ,Que
they feel secure and comfy in this position after he slept turn him on his left so the blood flow from d heart will be good,NotQue
hello    my baby is 6 month running    suggest her diet chart    thnkx,Que
apply candid b n do coconut oil massage in every 2 hrs,NotQue
hello moms  my baby is 1year 9months old  can i give her cake and cookies   ,Que
start taking him fr sum strenous activity which makes him physically tired    he might eat n sleep aa well    ,NotQue
hello frnds    meri beti 15mth ki hai woor uski immunity power bahut kam hai so usko bar bar fever ho jati hai so plss suggest me use kya dene se uski immunity strong,Que
hii everyone mera one year ka baby chapati bilkul bhi nhi khata kya karu bahut pareshan hu     not even single bite sab try kiya rhymes bhi dikha kr but nhi kha raha mash karke bhi khilayi but nhi kha raha    kaise khilaun usko chapati weight bhi uska 6  5 kg hai underweight hai wo  plz koi solution btao thanks in advance,Que
main kl hi le kr i hoon   raagi pta nhi mera beta pasand krega ki nhi  but jaisa apne bola h waise hi banaungi  kya mam usko dho kr sukha kr powder bna ke rakh sakte h      ,NotQue
hi mom      milk is very important for the child   try giving milk in a colorful attractive mug with a straw and engage him in a story while you give milk      thanks  ,NotQue
any home remedy for constipation in infants,Que
hi moms mera baby boy 9th month ka hy bt use bohoth motions rahe hy o kuch ny katha hy pitha hy  hi moms my baby boy is the 9th month but i am going to have a lot of this story      rate this translation,Que
hello moms          mera 8th month chal rha h      koi mjh normal delivery k liy acha hospital btayga pls      and   govt ya pvt      kis m delivery krwana best h normal k liy        ,Que
hi frnds mera beta 8 years ka h kl se uski eyes bhot red hori h plz koi upae btae tia,Que
hello mummies           mera baby 4and half month ka hai aj morning thak thik tha nalane k bhad so b gaya tha lekin utne k bhad kam se kam 5 min may 10 time susu kiya aur bahut rotha b lekin my immediate dr k pass gayi dr cream diya ek syrup b diya aur bole water pila dho   aur uska urin k jaga ka udar red hogaya   aplog ka kuch home remedies hai ky   ,Que
hing application around the navel really helps   u get those white pudding tikkis   take 5 of them and 5 small elaichi   churn them very well   sieve them in muslin cloth   u can put a pinch in babys mouth when hes crying a lot   it relieves from gas,NotQue
hey moms mere teeth main bahot pain hai plz jst some remedy tommorow going to visit a dr  plz rply its vry urgent      ,Que
can i do this for 2 months baby,NotQue
hello       can i give dates to my six month old baby       if k       then how can i give    ,Que
you can place a chair in the bathroom and sit while taking a bath   if possible   take a shower since bending and picking up the mug will be difficult for you   you can ask your household help to put soap for you if youre comfortable   one can also get a soft loofah that comes with a long stick to apply soap  ,NotQue
kitne month ke baby ko de skte hai       ,NotQue
pooja suthar mam to hairs pr b lga skte h kya ye,NotQue
i started with banana with milk   will continue for a week than slowly start with some dal in afternoon   start slowly,NotQue
hlo frnds    can i give 3 pinches glucose added in 23 drops of water to my 3 months old baby,Que
hii momies       mre baby boy k kabhi bhi nipple point mjhe nhi dikhta       dno taraf sirf holes dikhte       kya sbhi babies ka ase hi hota h        plz reply he is 15 mnth old,Que
priya menon singh then dont worry     take it chil,NotQue
hello mera baby 4 nd half month ka hai wo fm peete hi potty kar deta hai koi prblm toh nhi h na      hello   my baby is 4nd half month of month   she doesnt have any problem      rate this translation,Que
hai      can i give rusk with cwmilk fr my 12month baby   hw mny a day      ,Que
hello mommies        my baby doll is 16 months old     from her 3 months im giving her nan pro oly    after one year i tired to give her aavin packet milk    she refuses it    still im trying to giving her aavin milk  she refuses oly     she doesnt get even a sip    i tired of adding little bit of sugar also    no use    she drinks oly nan    wat can i do    any idea    ,Que
kya ye original h     is this original      rate this translation,Que
aap ko dr  ne koi tube nahi di kya   because mere bhi 2 bacche hai dono ke time mere ko bhi itching pure 9 months hoti thi  to meri dr  ne lagan ke liye cream di thi   aap apne dr  se cream likh was lijiye  ,NotQue
or also make paste of hing n water warm it n apply on babies tummy    in sometime he will pass gas n pass stools too    ,NotQue
hello super moms i wanted to share my 2  8 yrs kid weekly menu    pls suggest if i need to add something more    breakfast  oatsparathabread omlettebread jam  brunch  12apple7 to 8 cubes diced papaya pomegranate juice  lunch  ricesabji dalegg curryfish currypaneer currysoyabean curry and curd    after lunch somedays i give her mosambi juice and that day i skip curd  evening  180 ml cow milk with pediasure with biscuits  night   roti sabji or rice  water i give her about 1  2 litres,Que
hello mommies   just now i was replying to one of the comments of a lady in group when suddenly out of nowhere this lady sonali gupta with a doll picture on profile came n started asking me further on the topic raised by someone else  when i was answering her she said talk to me privately and sent friend request too   then i asked what you want to talk which cant be done here on the forum      n she started deleting the chats sent by her   i request you to not entertain these fake ids      ,Que
kya yeh oil baby k liye ache hain  kya ise main raat ko v massage kar sakti hu apni baby ko  meri baby 3month ki hain      tia  is it good for oil baby   can i message my baby on the night   my baby is 3 months       tia    rate this translation,Que
dont feed baby if you have cough and cold     baby would get infection too     give formula till tht,NotQue
how to brush babys teeth   my son is 16 month old  ,Que
mera baby 3  6yr ka h wo koi milk products nahi khata na hi milk pina chahta kya khilaune use ki weigh gain ho uska bahut kamajor h waight hi nahi badhta h pls help me dosto,Que
maine dr se consult kiya tbhi toh test kraya     mujhe aapse ye puchna h ki kyu hota h aise     mtlb aapke baby ko kya ya tha,NotQue
why you want to do so      a big no,NotQue
hello moms mera baby 8 month ka h uske ear k ander thoda sa blood nikla cotton pe mene docter ko bi dikhaya unhone kaha normal h pani se bacha k rkhna ki aaj fir se mene ear saaf kiya to cotton p lga hua tha kya kisi k sath aesa hua h  hello moms my baby is 8 months old   i got a little bit of blood on the top of the top   i told her to be normal   she said that it was normal to protect me from the water   is it like this with anyone      rate this translation,Que
hello moms meri beti 2  7 years ki h or usko kafi cough hua h dawai dene se bhi thik nhi ho raha pls koi home remidies ho to btaye        tia,Que
hi i need ur suggestions very badly my daughter is 2  5 years old and from yesterday she is crying alot to do poop and its very hard   plz suggest me can i use colicaid drops or any home remedies for it  ,Que
my baby is 15 months old   she is suffering from potty what i do   plz suggest me immediately  ,Que
my baby 6 month completed  dal pani n rice water already started   what else i can give to him n how many times n what quantity      plz suggest      tia,Que
hlo moms i m new this gp        plz tell me benifit of this          kya mai ise meri 4 year baby girl ko de sakti hu      plz help      ,Que
6 hours as per stds but on an avg 4 hours bcz every place has different weather n temperature,NotQue
yup sure alekhya ch its home made plus gud    i give it yo my 20 mnth old    started whn she was 8 mnth old,NotQue
health drinks available in the market are more of sugar drinks so no point to give them       rather increase vegetables   millets and fruits        ,NotQue
hi moms my baby girl is 15months and not taking her food at all   we are pure vegetarians   please help me out with good and tasty recipes,Que
yes u can gv banana       but the right way to gv banana to dat small baby is       peal banana cut it into slices take 34 spoon milk       grind n give,NotQue
hello mam    formula milk open hone k kitne din tk de sakte h,NotQue
u can give parle g biscuits  doctor say yes u can give,NotQue
hi all   am not asking any medical advise   just want to know is this normal and any one experienced like my baby      my baby getting fits from 3 months   did eeg   mri   ultra sound   blood test all tests r normal   again this week did eeg test and in tat lit bit of abnormalities are found but still not confirmed   am giving livpill drops 1ml twice a day   if i skip one time also baby getting fits   15 times a day      video attached   while getting fits   her eyes are looking up   hand and legs are shakes   lips will move like sucks and its happen 3 second only bt 15 more times a day    is it normal   any one faced this    dear admin kindly delete if irrelevant for this group    feeling worry day by day about her      ,Que
hello dear moms  mujhe halwa banana hai baby k liye sugar k alava kya use kru plz ans,Que
my 24 days old girl wants feed whenever she awkes in night   sometimes she overfeed herself n vomit   iooking like she just want to suck   what should i do to avoid this  ,Que
meri baby 10 months ki hai usko oats kaise de     plz suggest me,Que
shivi ahuja yes u can,NotQue
swati ji kya aap bta skti h ki calcium or vitamins ki tablets kb tk leni hoti h       mujhe to dr     ne kuch ni btaya sirf calcium or vitamins d3 ki tablets di h    ,NotQue
mera baby abhi 11month ka hai par mera bhi abhi periods nahi aaya hai   kya aisa hota hai kya abhi 1st baby hai mera  ,NotQue
when to start with soy products like soy milk   soy paneer    my daughter is 10 month old   please guidd,Que
plz suggest remedies to cure loose motion for breastfeeding mother,Que
thats not true     do a little research     other fruits i dont know but bananas are good to give in evening or night       they help kids sleep better      ,NotQue
one of my friend told to apply karela ka juice on nipple   baby will refuse to take it   but doctor advised me to give bf upto 2 yrs minimum  ,NotQue
mini soni avoid biscuits        just give when travelling when essential        bcoz biscuits dont contain any nutrition      it just fill the tummy,NotQue
what is the right age to enroll my daughter for classical music training  ,Que
hi beautiful mommies   is there any home remedy to ease the pain of vericose veins   doc suggested only option is surgery or compression stockings to ease pain temporarily  ,Que
hello moms      meri beti 2 months ki hai aur uska weight 5  5 kg hai    is it ok    ,Que
yes mothers milk is always good and nurturing for a baby  but only milk is not enough for baby to grow its very important for baby to get all nutritional facts    so once baby is 5 to 6 months old        we must give baby all healthy fruits juice        solid food pure     better ask a good pediatrician nearby      ,NotQue
mera baby boy 20 days ka hai or vo 4 dino se bht jyada potty kr rha hai   curd jaisi potty hai   pls help me  ,Que
is it one teaspoon per dose  ,NotQue
its not imptortant   its just another money making industry  check the video about truth about vaccination you will have answer and why   good luck mama  ,NotQue
hi moms     please tell fatkadi se nazar kese utarte hai       mera baby bhot ro rha hai sham se      tia,Que
main kya kro please kuch bataya,NotQue
kuch nhi h      h jo muh per ho jati h akser safed sa daag lgta h     is per deepselik lgao sahi ho jayega     meri beti ko aur mujhko bhi ho chuka h,NotQue
i stay in ground floor house   there are insects in my house   cockroaches   mosquitoes   kaankhajura in washroom   plz share something to get rid of all the insects permanently  ,Que
i am facing the same problem and my daughter is 2  8 years old,NotQue
aap kitni careless ho yar dhyan dene nahi ata kya aapko,NotQue
it called bow legged dont worry mary baby ko same tha ab bilkul thik he,NotQue
mere baby ko last vaccine 16 to 18months me laga tha or ab dr kehta h k 5yrs ka lagega pls mjhe btaye ab koi vaccine nhi lagega kua isko 5yrs se pwhle  my baby was in the last year 16   and now i am afraid of 5 years   please tell me   no one will be able to do it      rate this translation,Que
pls frnd help me mera 15 din k beta h uska ek ankh pura kichi se bhar jaha h drop v dale se koi frk ni padta rha h pls koi upay btye wo ek aankh khol hi ni pa rha h,Que
hi moms which health drink s gud to mis wid milk for my 3yr dau    ,Que
how many times in a day ragi porridge shud be given tp a baby      nd at wat timings  ,Que
government is best bcuz in private they store d medicine and then they will when babies come    but in government they fix 1 day nd on that day only they will fresh to all babies      ,NotQue
how much should i give to my 7 months old baby in a day  ,Que
will try this       thanks,NotQue
mera beta 2year 9 month ka he abhi ache se bolts nahi he sirf 2  3 word bolta he kya karna chahiye    my son is 2 years of 9 months   not only a good person   but what should i do      rate this translation,Que
hw to make ragi malt  ,NotQue
hello frnds       mera hairfall bht ho rha any suggestn    ,Que
any home remedies for toothache in 6 year old  ,Que
hiii my baby is 4  5 months old what should i gave to him to eat other than milk,Que
hi to everyone          i always prefer home remedies for every little issue that i my daughter had   she is my first child and im a new mom   it was so difficult to even understand the in beginning days    nani didis nuskhas always worked out for me    now i really believe in home remedies      for cough n cold  1  heat mustard oil and few garlic in it   massages babys head   neck and back with it apply a little amount of it on the nose as well    2   massage baby neck   back n chest with desi ghee n add rock salt in it    3   rub jaifal amp   haradh on a stone or anything hard so as to make a paste    give it to baby after every bath   it will help to keep your baby to stay strong and warm   less chances to fall sick       for gastric issues  1   rub kneaded dough   whole wheat    loi   clockwise on babys stomach and yes   apply mustard oil n little salt on stomach    2   give ajwain water to baby    for diaper rashes  1  apply coconut oil all around babys effected area   wash that particular area with neem water after every pee n poo      redness in eyes  1   pour few drops of breast milk into the eyes of your baby      nbsp  ,NotQue
what is the best way to make my child stop watching cartoons all day  ,Que
its called strawberry navei   nothing serious u can google it  ,NotQue
its already too sweet      u can try 2 spoons in one glass of milk,NotQue
meri beti ko 15 mnth he avi       khanapina me bilkul v intrested nahi he wo       kuch bhi nahi kharahi       jbrdasti karti hu to roti he  samjhanese no reslt       kya karu     bahat paresan hu        kuch to khati      ,Que
saunf n moti elachi ubal kar jab pani adha reh jaye tab do spoon se din me teen char bar,NotQue
hello ladies   my 8month dd got d sunburn      wat d home remedy for it,Que
hi mom      you can check with your gynecologist   they will perform an ultrasound and take details of your last menstrual period to tell you the estimated date of delivery      thanks  ,NotQue
ha pani pr dhyan do   and curd do use,NotQue
my baby rubs his nose very much   is there any sign of worry about it  ,Que
hi some times its normal   some time its because of acid but baby is 5 month old so mat be its normal ,NotQue
binny khurana gupta ok  i daily try to teach her latching by every possible way but she do not take nipple in her mouth n start crying  dr said she might be facing nipple confusion so she will take time  so i was thinking to use pump,NotQue
buffalo milk garam hota h cow milk do water add kr k,NotQue
my baby is 6    can i give her sugar or salt with food  ,Que
sometimes they may not go for one week also  its normal for infants  u concentrate ur foods  drink more water  ,NotQue
baby umbical card blood cells dna and etc r preserved nd regenerate tht cells when we mother father or siblings of baby gets any uncurable disease        like cancer etc like tht type,NotQue
you need to feed him as per his demand   some babies want frequent feeding some in the gap of 45 hours totally depends on baby to baby   but you need to express your own milk with good electric breastpump for the feeds you are away from your baby and someone else can give that expressed milk to your baby   if you are feeding from right side in the morning when you have time express from left for 30 minutes whatever comes out will be one feed of your baby   similarly express as many feeds when you are not available for directly feeding your baby,NotQue
my baby is 13 mth old her hemoglobin is 9  8 is it all right,Que
same mere baby ko bhi hua tha viral 3 days me recover hua ap use ac ya cooler m rkhiyee jada s jada    mughe crocin syrup di thi for infants strawberry flavor   one antibiotic   3 days course kro he will be fyn      tk cr of baby,NotQue
my baby is 18 mnth old        usk forehead p bhut bal h        kse dur kru       plz help,Que
job is not solution        phr husband paise k liye roz ladega      ,NotQue
hello mam my baby is 5  5 months old i m breastfeeding him  along with formula milk once only 60ml  i cant understand that he is getting appropriate milk from me or not  as my breasts didnot engorge  i didnt feel heaviness 4 5 hrsif didnt feed him   what should i do  i m confused   as he gained weight and his diaperget changed 34 times a day,Que
hi dear mom      for a 6 month baby 2 meals in a day is enough   rest you need to feed milk as per demand   you can give following varieties of food to baby listing below      fruit purees    apple puree   banana puree  vegetable puree   carrot puree  pumpkin puree  sweet potato puree  mixed veg puree    additional foods   oats kheer   rice gruel   moong dal water   barley water  carrot and beetroot soup   suji kheer      hope this helps ,NotQue
his pee count is absolutely normal     i count it everyday      thank you,NotQue
yaa    same here    she has started chatting with me      said she has solution of my problem       she goes vulgur    my que was related to periods    after that i blocked her         she was asking for mo   no          giving asking very private que      ,NotQue
hello mommies   hw many times dry fruit powder gives to 9 month baby in a day,Que
u knw wat thats temporary       i too felt i reduced      but now i m more than d weight before i was      ,NotQue
plz help mere ko kal se baby right side feel ho rahi hai bilkul tummy se alag right side so bhi nahi pai rat m jaise soti hu baby activity krne laga puri rat baby ki movement pata chale hai kya karu help its normal or not i m 6month pregnant or right side sone m dukhne lagta hai or baby movement krne lgta hai tummy k neeche right side baby feel ho raha hai plz help me,Que
hii meri beta 11months ka haii wo breastfeed nahi karta      as mera milk supply reduce hogya haii       plz help        hi my son   he doesnt have a 11year  old   as my milk has become reduce       please help          rate this translation,Que
kya aapki dono hi beti h  ,NotQue
mera baby 9 month ka hone vala h kya mai usko dudh m honey mila k de sakti hu,Que
mere sahar me bhut garmi padti hai   aur meri 3month ki beti hai   meri mother in law n mother bolti hai bhut garmi hai baby 23 spoon water v do par doctor ne 6 month tk mana kiya hai dene ko   kya karun pls suggest  ,Que
mam its 15th day only  can hcg give result on 15th day,NotQue
hello momiesss        what is the best semi solid food to start with for 5  5 month old baby girl      ,Que
hi mommies   my daughter is 18month old   when i was 8th month pregnant my gyn   said that my baby is smaller than other babies   now when i measured her height  its min   height of 18month old   i m lil worried as she will get normal height in future or not   vl you pls share your exp   if anyone has the same issue,Que
what about govardhan gold   ,NotQue
may be pet nahi bharta hoga    ,NotQue
my baby is 10 month old         wo abhi tk ni soyi or bahut hi zyada ro rhi h       kya kru   maine use pet dard ki medicine bhi di pr koi fark ni pada         please help,Que
its so important to let kids fail      to experiment      to learn         thats how they grow         ,Que
when my baby sleeps at night i couldnt sleep at all i sleep at 3 or 4 a  m i keep on eating verkas malai kulfi as i feel hungry again and again      its funny but i am getting fond of ice cream a lot      my baby is 11 months     will it effect my baby and is their anyone else who does the same and eats at night intervals,Que
mera beta 3 year 6 month ka h but uska wait 13 kg h or vo bhut slim h mota hi nhi hota or bar bar kheta h ki m thak gaya plz suggest me ki m kya du use,Que
pidyasure apne baby ko kb dete h usse wt gain hota h kya,NotQue
hello everyone     my baby is 8 months old      someone is suggesting me to feed cow milk to him     can i feed him cow milk    ,Que
hi friends mera baby 2 saal ka hai par voh apney aap kuch nahi khata    hi friends   my baby is 2 years old   but you dont eat anything      rate this translation,Que
hlo mummies kya 9 months baby ko freeze ka water de skte h,Que
dont worry       its normal     eat small meals    ,NotQue
hi friends im a mother of 3 12 month old baby    i can eat mango fruit   is that affect my feeding child  ,Que
what are the best foods for babies of 10 months in summers  ,Que
mam aap baby k us part pr sarso ka oil garam karke din 4 se 5 baar lagao nd baby ko bathroom ya room lita kar na uske part pr pani ki daar bana kar dalo ise na jine bhi white eggs honge wo clean honge nd dhire dhire khul jayega yeh humare ghr k bado ne bataya tha ek baar try karke dekhna mam hope so aise hi thik ho jaye nd clean it daily oil laga kr pehle clean karo thn oil laga kar chod do,NotQue
congratulations dear    take rest   dont skip ur medicines,NotQue
hello mommys i delivered a baby boy the last september   normal delivery   im very sick now   getting tired often   cant even stretch my hands and legs    my nights are sleepless cant eat anything   sudden loss of weight   is this normal   any home remedies   tia,Que
my son starts sneezing whenever he is standing near the flowers as he is allergic to pollen can you suggest me some tips that will be helpful in dealing with the pollen allergy in my son  ,Que
hii mommies  my baby is 17months old  she takes nan pro 3 along with bm  can i start soya milk instead of nan    plz help  ,Que
kya ho gaya  sorry samja nahi  ,NotQue
hello mommies   post delivery i am facing loads of skin issues like acnes   dullness   darker colour complexion etc   my lo is 10 months old   is it normal or not   any remedies  ,Que
pooja sharma         dont panic and stress       aapki beti theek ho jayegi       consult ur doctor first and isko aap bm do only agr kam padta hai bm toh lactogen do 6 months tak or cowbuffalo milk 1 year ki ho jaaye tab he dena agar lactogen nhi pilana ho toh cow milk do with added water like 50  50 or 70  30 ratio           no sugar no horlicksno bornvitano complan           no added other supplements         do tkcr of ur baby doctor se milo aap definitely fever utar jayega dont worry,NotQue
how much water 8 month baby drink,Que
how to loose belly fat  ,Que
is there is any moms in this group whose 3 month baby has serborheic dermatitis problem     pls help me out       ,Que
physical therapy but still will take time to recover   ,NotQue
hello moms   meri beti 20 months ki ho gayi h but abhi tak bus papa hi bolti h aur kuch samghti bhi nahi 6 month before tak mum   bhaiya   mere   eyes nose sub batati thi ab gyan bhi nahi de rahi kuch sikhau kaise   mujhe bahut tansion ho rahi h koi solution bataye                please,Que
u r welcome dear ,NotQue
yeh mitti nahi hai       its called cradle cap       this is quite normal     it will go its own     my baby also had this    ,NotQue
hi you can visit https  www  pinkblueindia  combabygirlsswimwear  html,NotQue
pls   consult with physiotherapist       as my son is also suffering from the same nd now his physiotherapy is going on   doctor recommend him afo which keeps his feet in 90 position nd also helps his feet to not be in inversion position  ,NotQue
after 1 year you can give everything to your baby whatever you are eating give it to your baby as well ike pancakes   khichdi   daliya   upma   poha etc in breakfast and lunch and dinner same like yours  ,NotQue
dont worry     no prblm,NotQue
delivery ke baad i could not get proper rest so i got a very bad backache   its been 5 months that i delivered   what should i do   will it ever be ok now  ,Que
tell woodwards criping water is good or not,Que
hello           mummies         please its urgent         mera beta 1  5 yr ka he mne use feeding chudva diya he  2 month ho gaye chudvaye   pr abhi kuch din se mere ek brest me se yellow discharge how raha he   brest ko push kru tab hi niklta he na koi pain he na koi lump fir aisa kyo hi raha he    so worried please help me       hello           please         please do it         my son is 1  5 years old   i have given him a lot of feeding   august 2   2 at 2 am but i have a few days in my breast   if you push the breast   then there is no pan   there is no pan   then why is it like this     so please help me         rate this translation,Que
hi nikhat  please let me know how to make dates powder  ,NotQue
since ur baby is just 7 months old   grind else mash with hand blender    else overlook and mash with potato or pavbhaji masher or big spoon when its hot as soon as its cooked    then it ll become soft      slowly once your baby gets adjusted to solid food   u can adjust the consistency of the food and change from finely mashed to coarse food     it lol happen gradually but your child will get used to it slowly  ,NotQue
